2006|42236.48
2007|43487.6
2008|44855.2
2009|46113.6
2010|46968.1333333333
2011|47905.8666666667
2012|48812.4
2013|49838.5333333333
2014|50875.0666666667
2015|52024.2666666667
2016|53357.2
2017|54721.3333333333
2018|56373.2
2019|58233.0666666667
2020|61074.0
2021|63689.6
2022|67114.6666666667
2023|70097.7333333333
2024|72924.8
2025|75579.6363636364
